mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,rms_mean,rms_std,tempo,label,filename
-305.66437,90.51316,113.07102,26.117973,12.107334,38.245975,45.052197,14.985571,17.734385,15.774929,14.590071,12.4327,4.147996,12.554463,0.22631137,12.918808,-7.021587,9.87876,13.646477,8.76354,8.91421,9.488391,1.3037987,7.9179473,5.9549785,8.019832,8.547473,8.718195,1.1196221,11.705481,0.5982411,8.229752,0.060842656,9.828313,-3.7137508,8.103054,-0.9935343,9.45377,-1.8043832,10.653881,0.045036675850734724,0.0394964660662841,1171.967431930455,383.7557250667417,1705.3701299892873,310.64407097862437,2344.9874700913574,936.5402439676935,0.06699823588132858,0.05207373946905136,151.99908088235293,blues,blues.00014.wav
-238.51962,66.17874,120.10219,26.984787,-4.2219486,31.285717,42.29459,19.575134,5.9238214,17.283571,13.911398,10.834489,5.350524,10.93795,1.8952672,11.9949665,-16.928087,9.477281,12.343145,8.731137,3.9388995,9.03389,-1.3966829,7.8044834,0.0130277015,7.7824545,3.585257,9.461182,-4.5006394,10.094282,-5.5398455,8.798617,-6.8845096,9.673087,-4.824554,8.105582,1.7439975,8.847908,-1.8783106,11.452185,0.06370125495456304,0.044056664195648826,1420.438571434397,447.14022714610513,1731.176852967896,285.15285855159425,2930.239280470563,836.600514080199,0.08060579746961594,0.053203679621219635,103.359375,blues,blues.00015.wav
-233.77281,70.41757,120.66434,23.701458,-3.1640928,34.74571,39.514828,19.920452,3.8315244,16.866493,18.828156,12.50294,-3.6787386,10.022331,4.4254684,10.560239,-14.964929,10.076125,17.571478,10.110481,1.8461249,10.419307,2.5500886,8.156764,-1.2302392,8.066139,8.437056,8.058657,-0.20024781,7.6961694,-3.8908293,8.836105,-4.4561353,9.10827,0.011000655,9.274379,1.294804,9.141261,-2.0984619,10.040696,0.06134406117072699,0.037666938600053254,1455.0726339659166,390.2522134066436,1826.0433384175,341.7024768530339,3010.010388721723,1005.1216329974804,0.08142257481813431,0.051378071308135986,198.76802884615384,blues,blues.00016.wav
-245.68724,72.08507,140.48125,28.287134,-2.7912185,28.21038,60.404514,18.997026,18.903513,15.344066,9.828394,9.991209,3.563824,10.888111,0.52286243,9.659253,-16.378489,11.362887,6.6293535,10.258175,7.2584243,9.839573,-4.021235,8.445612,1.601125,8.541871,5.8965745,8.86879,-3.0172145,7.484073,-4.7756925,7.6395893,-3.036288,8.106486,-1.9979147,8.056681,-0.04957171,7.9330635,-3.9618294,8.050929,0.048326248912412995,0.029071729672521987,1089.0053435041514,481.32410226077053,1411.0016368511904,264.12861829448525,2135.41761075261,1039.989055283002,0.09327623248100281,0.04637635499238968,172.265625,blues,blues.00017.wav
-252.48178,53.611404,104.94516,24.577627,15.296445,25.728199,42.68784,12.756242,6.770452,9.637041,21.611765,10.829065,-1.3111783,8.571541,5.681745,10.026283,-16.636873,11.207312,12.16935,11.120345,-1.9619533,7.222533,1.9602653,8.047303,-0.89822775,6.982861,7.7623606,8.456474,2.3758621,10.099732,1.7791145,9.646158,1.3305405,11.489924,3.6150513,13.500561,4.9065995,12.315386,-2.6610513,9.822045,0.056141769987432324,0.04149945968613148,1537.4913865266892,439.4930861118103,2053.965411394372,381.45561940257113,3495.331815998405,1352.147626803901,0.07967066019773483,0.05436686798930168,83.35433467741936,blues,blues.00018.wav
-236.67947,74.6769,138.4056,23.157816,-4.9304795,34.16023,47.6545,17.642038,5.1578507,21.593693,8.887806,9.574885,0.48740572,9.902548,-3.788342,12.609613,-14.984867,8.794789,10.428946,10.222541,-0.3413842,11.598304,0.7833589,8.970518,1.7809838,8.8266945,4.2295594,8.580073,-0.4747693,7.956115,-6.104543,8.9846115,-5.394643,9.772812,-1.3449991,9.623555,-3.7254624,8.515971,-4.37371,8.181197,0.05888603900812065,0.042406678445582685,1195.4981309471507,499.54057180712465,1481.0226384301282,216.51399911278276,2235.6144526718385,1099.0453312721756,0.09761591255664825,0.05076659098267555,123.046875,blues,blues.00019.wav
-230.36378,54.673214,127.07773,19.94413,7.114696,24.502907,39.767056,13.266759,1.9217218,10.790005,17.410606,10.008848,-5.626918,8.926415,8.2406645,8.336122,-18.116043,7.755755,13.844725,8.527019,-3.7571108,8.459759,2.579849,8.636519,-4.3167143,7.911321,6.797995,7.881946,-6.1670146,7.79028,-6.2006335,7.0631547,-4.5018964,7.2745056,-1.8255956,8.571444,-0.51590997,9.737559,1.5071841,8.593495,0.05258634232405259,0.024823961803533193,1390.3828142454292,321.06580451984615,1911.218377821177,297.8096177758266,3006.1467358794953,972.5903412923582,0.07542555034160614,0.04992622509598732,135.99917763157896,blues,blues.00020.wav
-264.67126,79.62863,138.85434,31.645363,11.167329,35.826588,48.523926,19.268068,14.904312,15.752654,20.586437,11.402316,3.2061763,10.952874,1.2635795,10.218165,-15.839374,9.767082,15.975112,9.236078,3.358218,8.89637,-1.5066409,8.481329,1.8969209,8.368644,6.3134995,8.27672,-0.995984,9.062742,-2.4147837,9.461248,-3.6791573,9.692512,0.49927172,10.918011,5.0440598,10.850754,-0.78631663,12.185695,0.047907452387857694,0.04828363521002576,1046.7751266104485,539.8569280119494,1481.0558466484933,265.1352953835882,1831.2215641313805,1161.1499165632579,0.10108429938554764,0.05684163048863411,99.38401442307692,blues,blues.00021.wav
-233.96312,80.64891,136.14453,30.979477,3.306636,34.102406,48.930626,19.595057,8.705184,17.453188,13.989511,12.861147,5.3627157,10.272203,0.4101891,11.319863,-13.483557,12.328201,16.860369,9.09573,5.134752,10.69404,-2.2307274,8.787573,3.9538214,8.124322,5.3132124,9.126705,0.8079431,10.050036,-1.1003898,8.960067,-4.539631,8.866632,-2.4259493,10.020284,3.324436,10.923339,-0.6058455,11.975029,0.05856995903422274,0.05355341824919657,1155.8692567088647,560.4933041014389,1497.9367164622345,243.08860546122517,2169.63258818518,1153.832496080009,0.11337931454181671,0.060724955052137375,95.703125,blues,blues.00022.wav
-227.2558,64.377014,137.76518,22.520338,-14.502317,35.287315,63.57536,14.525473,5.6017485,12.350949,11.988769,9.674015,1.8891488,10.127279,-1.8709356,9.341796,-7.618036,9.875039,-2.4516425,9.880967,-2.8980217,10.20556,-9.433825,9.376958,-10.939208,10.757296,3.5636466,8.302128,4.152738,8.792236,0.09471213,6.7240014,-2.9802275,8.176197,-1.3866447,9.083446,7.5348935,9.665611,-3.0437849,8.606461,0.052467009860788866,0.032981581751793373,1210.1413910383174,363.09164462015246,1497.6767028673225,227.25566817340257,2521.9827390878772,781.0581759450912,0.10193510353565216,0.059650372713804245,184.5703125,blues,blues.00023.wav
-274.37683,76.942955,130.40738,22.369991,-6.357468,36.64674,70.38822,17.649296,13.269664,15.178369,9.472181,12.471086,7.7330894,11.023006,-1.2365493,12.25795,-0.57098764,9.704188,-2.2971628,8.298588,3.7794154,8.76019,0.08548231,8.574177,-0.9368571,11.253346,2.2968419,7.946613,4.2896338,8.342781,-1.6617897,6.9197636,-10.439051,7.0074024,-6.7934256,6.2780943,-1.0635625,6.6510344,-1.5890816,9.13816,0.04727604770881671,0.03284804303651859,1120.166568707164,419.9194082322526,1448.1227679043818,232.07516216405247,2324.212009226363,1067.3449245786146,0.08692266792058945,0.05012135952711105,103.359375,blues,blues.00024.wav
-249.31532,63.068676,131.00032,18.391453,0.67786974,39.736237,66.704155,17.273815,17.911272,13.546628,4.623277,13.160499,6.603809,9.819101,1.2421156,9.912778,1.4099407,8.702796,-1.5849273,9.579125,-0.9725387,10.062399,-3.5726156,9.225783,-2.9297996,9.288097,4.5961614,7.900619,7.480731,9.572787,-0.19306439,10.030955,-2.8259156,9.345211,-2.6829553,8.791097,0.74113846,8.71922,-0.52923673,8.224823,0.051697390999613305,0.03659598303130558,1109.3207630441668,372.41125945676066,1463.1107858840894,194.0675400391082,2243.3167778422276,915.5619328798742,0.08916590362787247,0.055806178599596024,92.28515625,blues,blues.00025.wav
-284.64056,78.756256,108.80131,25.991207,9.085319,38.012424,51.198063,17.221447,18.071892,14.520167,7.6021547,13.486546,8.755716,11.045979,2.354091,10.155268,0.0033672713,9.667357,2.2484956,10.299799,4.1991253,9.182453,-3.283064,9.886891,1.6176826,8.281033,2.6794717,8.615842,3.3437948,9.583962,3.2793777,10.7633095,-4.5331836,11.739321,0.48806837,10.289065,5.921497,11.856818,3.2215705,13.026605,0.05197268646075019,0.03855994632178308,1198.8570176825058,402.4258386326204,1573.3099533109162,289.97649445977805,2478.8330644576567,996.4918328705511,0.07705383002758026,0.07701971381902695,83.35433467741936,blues,blues.00026.wav
-228.20984,53.045074,130.32317,26.256826,-23.311422,30.45111,70.20095,19.941048,1.1310548,13.481138,7.584427,12.413022,0.9005107,10.017086,1.9828155,9.395952,-6.1644154,7.864984,-9.382748,9.277066,-2.5637798,10.384273,-4.5257525,7.6808496,-0.26046452,8.233729,0.17552172,7.552666,-1.522912,8.913365,1.4664071,8.973159,-6.979135,8.065851,-8.328394,9.585118,4.2368064,10.93893,0.98863906,11.489173,0.07241441294470224,0.050454799582861906,1392.0263572927067,447.70140955940565,1494.8775639502574,208.47933197782461,2811.740048578886,735.7006345403577,0.09575478732585907,0.04683636128902435,92.28515625,blues,blues.00027.wav
-248.98882,70.42846,139.05774,19.94925,-16.27087,34.143238,57.137146,18.143696,20.188509,12.578689,10.186957,11.5422325,4.5429106,11.239727,0.33107167,10.874915,-7.8745785,8.356059,-3.4545717,8.277096,-2.6574361,8.91515,-2.8329577,8.164123,-0.9046587,9.767703,-2.4093254,7.4187946,2.5699363,7.8893533,-5.852057,6.8144994,-12.404833,7.474643,-7.3133807,6.1247687,-0.93787175,6.975085,-2.6867251,9.309306,0.04801998743232792,0.02857617645815396,1115.5894796268226,324.8254156400113,1398.7226588974142,229.8721515447022,2290.6881593496228,798.7430167556532,0.09954791516065598,0.06405849009752274,103.359375,blues,blues.00028.wav
-233.72897,60.71241,101.19028,29.751743,17.647955,19.370012,23.734173,14.8012495,2.0825462,15.082636,25.936394,11.643325,-16.956385,18.417284,15.084952,10.656016,-22.273954,9.916282,4.38161,11.076238,-23.201656,12.937291,-6.050581,9.039295,-5.0679264,8.99129,1.0592695,9.998265,-5.7868643,9.426229,-8.313065,9.177542,-11.38215,9.917769,-6.724383,9.828646,-10.016952,8.600672,-14.028805,8.823469,0.05289486961040216,0.05698632515321641,1648.8848322083284,843.9144219009379,2190.0464211359326,430.3611410222058,3760.300128697796,2039.5415976374072,0.1246841549873352,0.06937668472528458,129.19921875,blues,blues.00029.wav
-206.93233,45.00081,117.80414,27.63182,23.241365,16.767239,28.308992,16.16462,-1.126013,13.957167,18.867395,12.685312,-21.973022,14.575561,17.844067,11.717653,-25.595348,14.146356,2.139523,10.152356,-17.782476,8.550712,-8.011028,7.7710986,-17.610441,8.53409,-8.119411,9.273125,-8.629656,10.755866,-15.530966,9.260224,-15.322778,8.836134,-9.662424,9.858574,-10.0919695,7.4370303,-17.832165,9.538585,0.039366118039443156,0.030750114988892845,1379.0236797531356,742.2739017940459,2003.7311331314502,519.2143800169936,3015.6143507105567,2138.622988411464,0.1700020432472229,0.056505151093006134,151.99908088235293,blues,blues.00030.wav
-221.87302,50.120155,110.8554,24.21547,18.636082,13.800015,30.92296,13.434972,3.2964358,14.877094,22.585636,10.030203,-20.40369,17.845789,12.121833,10.700623,-26.332514,10.440435,-4.3673015,10.110742,-26.395552,11.351648,-13.047178,10.366904,-12.667627,12.100626,-1.8228296,9.749373,-7.255051,10.52845,-6.657476,10.438392,-14.686026,10.156492,-11.712328,10.763226,-11.020865,10.886093,-13.38948,9.926777,0.04294722484048724,0.03310855531387314,1330.6062681557469,593.5049018939297,1973.2623612410227,484.23257987476956,2898.630603338892,1926.1094224925441,0.1514756679534912,0.05653274804353714,151.99908088235293,blues,blues.00031.wav
-288.7327,72.93172,105.90115,28.80309,18.776207,20.827404,23.682646,18.50763,5.6820407,19.532705,25.54894,12.815783,-13.463247,15.106858,12.437669,11.2085905,-11.963671,14.010676,1.5746145,11.502111,-15.640524,11.236612,-6.632071,9.041329,-11.693039,10.121297,-2.9267633,10.258905,-7.375716,9.059667,-15.69388,7.382974,-10.976883,7.8236628,-10.892729,6.7069335,-18.505384,7.474824,-19.104548,8.680189,0.03938839846771075,0.0561969361557821,1309.7746510229813,869.5606669937754,1883.25814994079,533.1245796099596,2765.2346582257833,2164.9094489616136,0.10122466087341309,0.06275846809148788,143.5546875,blues,blues.00032.wav
-238.96988,56.839176,108.68233,28.656258,34.158813,16.709719,30.20716,17.398487,-0.4982214,15.410606,27.279755,11.862947,-21.377928,16.932919,14.166391,11.802988,-24.509224,10.837011,-1.8904003,13.385477,-28.051817,11.275615,-11.25711,9.361098,-16.457558,9.532931,-7.6354303,8.887481,-12.788069,7.965637,-15.356443,9.052729,-13.739163,11.8777685,-7.4004865,8.291656,-10.083455,8.392939,-13.290667,9.376269,0.04197368341550657,0.03793596136045574,1430.6028402421161,837.1506664304524,2075.7185500837736,524.5619558959208,3246.1678418648494,2359.5033739418873,0.13316597044467926,0.047453202307224274,151.99908088235293,blues,blues.00033.wav
-217.18364,59.99961,105.78522,23.107355,15.602849,18.931713,25.24884,14.809595,-1.4500507,14.696086,30.19327,10.83843,-17.716621,14.952843,17.319042,11.248331,-27.213608,10.593323,4.338282,13.312605,-20.0573,10.7339945,-10.700285,8.415873,-14.228785,10.247084,-5.155776,9.110438,-3.4822614,10.06375,-6.1949677,8.157322,-15.323164,10.771949,-6.8316145,9.678479,-9.825101,9.528577,-13.942625,9.633142,0.04570244525812065,0.026290158825679158,1537.0761619483683,583.9879011086792,2157.2970666776923,401.22970749967124,3602.40662612384,1927.3027965550746,0.13590334355831146,0.05679090693593025,184.5703125,blues,blues.00034.wav
-171.79478,44.05371,120.281746,26.329117,15.331752,16.405777,21.094315,12.104945,-5.395446,13.252289,24.185547,10.919038,-24.130846,12.065801,18.545135,10.032903,-22.342926,11.808719,1.3107405,10.75833,-20.765268,8.249957,-4.9916906,9.02162,-17.108128,9.305774,-7.8740764,7.9433007,-15.293677,6.606221,-9.3495865,7.0336604,-8.917149,6.5523734,-8.521505,7.5612836,-14.332619,7.5554495,-19.92835,6.9754233,0.04541997474381284,0.023957906684210984,1507.1579850499309,643.3657710401216,2096.930874279644,496.9168882334166,3405.5518484447507,2044.9361148251774,0.17326459288597107,0.057788003236055374,129.19921875,blues,blues.00035.wav
-200.18538,53.619404,116.348595,22.015093,17.990738,14.107618,25.287697,17.073444,0.28717083,13.394329,24.193773,9.995521,-22.253931,17.517431,11.182934,9.748542,-26.854319,9.854842,-7.637254,10.513735,-24.876745,11.096255,-12.010829,9.936312,-17.024942,8.816274,-8.125703,9.1882715,-11.95662,8.929828,-12.614474,9.783573,-14.187263,9.710441,-8.208076,9.464753,-15.015217,8.106169,-10.310198,9.718198,0.03690734060808198,0.01866915333643142,1247.5800479447828,513.5590568270907,1907.821245646264,440.881913205096,2621.496780289298,1739.211920409722,0.19766893982887268,0.06870177388191223,151.99908088235293,blues,blues.00036.wav
-328.56018,86.45155,102.709816,25.12863,19.872595,26.521942,26.714405,13.066863,7.1520658,15.894049,22.708387,15.762461,-6.9570885,14.448737,12.789707,12.444314,-10.729283,12.585362,-0.442599,9.143344,-12.386709,10.497478,-8.909131,10.5339575,-9.215009,11.265278,-9.087684,11.566435,-8.995918,13.729193,-7.6505113,13.931677,-7.2106442,12.589821,-9.389374,13.300369,-4.4802656,11.938684,-3.671359,13.265891,0.048163866130123745,0.0356653236643039,1188.4732078138645,607.9548803606285,1683.0974006146994,447.57137051316926,2339.8331573557134,1730.1663229224876,0.06915838271379471,0.04723454639315605,123.046875,blues,blues.00037.wav
-192.69032,56.718975,111.157486,27.577747,21.351843,17.276585,26.396648,15.820855,-0.6495014,13.79875,23.48705,13.054748,-25.476696,10.968914,16.92198,11.917705,-16.971931,13.805895,5.785404,9.871563,-25.736197,9.272168,-5.053074,8.562241,-17.632252,9.005626,-7.9180593,7.5971174,-15.15891,9.779754,-12.352483,8.137829,-17.237364,8.468993,-7.785286,8.195854,-13.039023,8.708572,-17.936373,7.6942787,0.044373172249613305,0.04488240348847741,1514.1569585845884,742.8902206929147,2140.992473926623,471.6318137843102,3451.7991068191704,2057.6705617960283,0.16801717877388,0.06267055124044418,86.1328125,blues,blues.00038.wav
-301.70804,71.17029,111.53328,24.356684,21.896053,17.366556,16.15057,15.556698,8.19879,16.848637,22.081917,11.759881,-8.601798,16.760689,1.482753,10.996551,-17.077759,10.637947,-8.343712,10.65162,-17.010778,10.31875,-10.576027,9.443257,-15.687029,8.847081,-12.606835,9.086528,-12.262773,9.54212,-14.563126,12.04748,-10.112008,11.943161,-5.792038,8.875415,-7.775544,9.417598,-7.1875286,11.721561,0.03532089858855375,0.03075730664704145,1151.310495788512,717.3900448757453,1709.5320969670431,574.6698334448545,2312.1797282845127,1979.9028795390934,0.08582264184951782,0.051274340599775314,117.45383522727273,blues,blues.00039.wav
